"Word","Length","Freq_HAL","Log_Freq_HAL"
"widths","6","631","6.45"
"wield","5","649","6.48"
"wielded","7","342","5.83"
"wielder","7","395","5.98"
"wieners","7","29","3.37"
"wife","4","38746","10.56"
"wifely","6","17","2.83"
"wife's","6","2703","7.90"
"wig","3","961","6.87"
"wiggle","6","1025","6.93"
"wiggled","7","448","6.10"
"wiggling","8","520","6.25"
"wigmaker","8","1","0.00"
"wigwam","6","69","4.23"
"Wilbur","6","786","6.67"
"wild","4","23869","10.08"
"wildcat","7","2081","7.64"
"wildcatter","10","2","0.69"
"wildebeest","10","48","3.87"
"wilder","6","962","6.87"
"wilderness","10","3733","8.22"
"wildest","7","794","6.68"
"wildfire","8","794","6.68"
"wildfowl","8","21","3.04"
"wildlife","8","4582","8.43"
"wildly","6","2630","7.87"
"wildness","8","84","4.43"
"wile","4","284","5.65"
"wiles","5","606","6.41"
"Wilfred","7","281","5.64"
"Wilhelm","7","1390","7.24"
"will","4","1706009","14.35"
"willed","6","341","5.83"
"willful","7","588","6.38"
"willfully","9","480","6.17"
"William","7","40735","10.61"
"Willie","6","3751","8.23"
"Williamsburg","12","506","6.23"
"Willie's","8","302","5.71"
"willing","7","55709","10.93"
"willingly","9","1568","7.36"
"willingness","11","3861","8.26"
"Willis","6","2942","7.99"
"willow","6","3826","8.25"
"willows","7","231","5.44"
"willowy","7","29","3.37"
"willpower","9","361","5.89"
"wills","5","1865","7.53"
"willy","5","2606","7.87"
"Wilson","6","15546","9.65"
"Wilsonian","9","6","1.79"
"Wilson's","8","622","6.43"
"wilt","4","1023","6.93"
"wilted","6","128","4.85"
"wily","4","224","5.41"
"win","3","64799","11.08"
"wince","5","296","5.69"
"winced","6","298","5.70"
"winches","7","78","4.36"
"Winchester","10","2128","7.66"
"wincing","7","142","4.96"
"wind","4","23685","10.07"
"windbag","7","106","4.66"
"windbreak","9","18","2.89"
"windbreaker","11","90","4.50"
"windbreaks","10","9","2.20"
"winded","6","439","6.08"
"winder","6","229","5.43"
"winders","7","75","4.32"
"windfall","8","206","5.33"
"winding","7","1420","7.26"
"windjammer","10","153","5.03"
"windless","8","29","3.37"
"windmill","8","302","5.71"
"window","6","54926","10.91"
"windowless","10","80","4.38"
"windowpane","10","51","3.93"
"windowpanes","11","15","2.71"
"windows","7","227622","12.34"
"windowsill","10","166","5.11"
"winds","5","6439","8.77"
"windscreen","10","187","5.23"
"windshield","10","1386","7.23"
"windsleeve","10","0","0.00"
"windsock","8","70","4.25"
"Windsor","7","1815","7.50"
"windstorm","9","81","4.39"
"windswept","9","93","4.53"
"windup","6","107","4.67"
"windward","8","195","5.27"
"windy","5","1176","7.07"
"wine","4","13077","9.48"
"wineglass","9","14","2.64"
"winepress","9","28","3.33"
"wines","5","1375","7.23"
"wine's","6","23","3.14"
"wineskin","8","1","0.00"
"wing","4","15248","9.63"
"wingback","8","5","1.61"
"winged","6","674","6.51"
"winger","6","553","6.32"
"winging","7","128","4.85"
"wingless","8","34","3.53"
"wingman","7","553","6.32"
"wings","5","8932","9.10"
"wingspan","8","161","5.08"
"wingspread","10","12","2.48"
"wink","4","1494","7.31"
"winked","6","283","5.65"
"winking","7","270","5.60"
"winless","7","39","3.66"
"winner","6","11890","9.38"
"winners","7","7270","8.89"
"winning","7","16307","9.70"
"winnings","8","601","6.40"
"Winnipeg","8","3231","8.08"
"wins","4","11609","9.36"
"winsome","7","89","4.49"
"Winston","7","4282","8.36"
"winter","6","23910","10.08"
"wintered","8","12","2.48"
"wintergreen","11","134","4.90"
"wintering","9","53","3.97"
"winters","7","1470","7.29"
"wintertime","10","99","4.60"
"wintery","7","29","3.37"
"wintry","6","35","3.56"
"wipe","4","4281","8.36"
"wiped","5","3110","8.04"
"wiper","5","364","5.90"
"wiping","6","1395","7.24"
"wire","4","16615","9.72"
"wirecutters","11","7","1.95"
"wired","5","4113","8.32"
"wireless","8","6503","8.78"
"wires","5","5638","8.64"
"wiretap","7","292","5.68"
"wireworm","8","0","0.00"
"wiring","6","3625","8.20"
"wiry","4","150","5.01"
"Wisconsin","9","8276","9.02"
"Wisconsin's","11","46","3.83"
"wisdom","6","12554","9.44"
"wise","4","13444","9.51"
"wisecrack","9","32","3.47"
"wisecracked","11","2","0.69"
"wisely","6","1346","7.20"
"wisenheimer","11","1","0.00"
"wiser","5","1097","7.00"
"wisest","6","333","5.81"
"wish","4","74280","11.22"
"wishbone","8","108","4.68"
"wished","6","4114","8.32"
"wishes","6","14513","9.58"
"wishful","7","1488","7.31"
"wishing","7","5284","8.57"
"wisp","4","1084","6.99"
"wisps","5","615","6.42"
"wispy","5","128","4.85"
"wisteria","8","71","4.26"
"wistful","7","186","5.23"
"wistfully","9","154","5.04"
"wit","3","4144","8.33"
"witch","5","8139","9.00"
"witchcraft","10","1063","6.97"
"witchdoctor","11","21","3.04"
"witches","7","3876","8.26"
"with","4","3184846","14.97"
"withal","6","31","3.43"
"withdraw","8","5353","8.59"
"withdrawal","10","2589","7.86"
"withdrawing","11","882","6.78"
"withdrawn","9","2177","7.69"
"withdrew","8","1455","7.28"
"wither","6","451","6.11"
"withered","8","203","5.31"
"withering","9","589","6.38"
"withheld","8","1214","7.10"
"withhold","8","851","6.75"
"withholding","11","938","6.84"
"within","6","120308","11.70"
"without","7","254348","12.45"
"withstand","9","1354","7.21"
"withstands","10","35","3.56"
"withstood","9","212","5.36"
"witless","7","232","5.45"
"witness","7","8308","9.02"
"witnessed","9","2655","7.88"
"witnesses","9","5406","8.60"
"witnessing","10","767","6.64"
"wits","4","1046","6.95"
"wittingly","9","30","3.40"
"witty","5","2411","7.79"
"wives","5","3405","8.13"
"wive's","6","32","3.47"
"wizard","6","12369","9.42"
"wizardry","8","709","6.56"
"wobble","6","552","6.31"
"wobbled","7","96","4.56"
"wobbling","8","165","5.11"
"wobbly","6","275","5.62"
"woe","3","778","6.66"
"woebegone","9","9","2.20"
"woeful","6","159","5.07"
"woke","4","3223","8.08"
"wolf","4","21576","9.98"
"Wolfgang","8","2775","7.93"
"wolfhound","9","99","4.60"
"wolves","6","10871","9.29"
"woman","5","66489","11.10"
"womanhood","9","300","5.70"
"womanish","8","7","1.95"
"womanize","8","4","1.39"
"womanizer","9","99","4.60"
"womankind","9","46","3.83"
"womanly","7","151","5.02"
"woman's","7","5524","8.62"
"womb","4","2491","7.82"
"wombat","6","3172","8.06"
"women","5","111268","11.62"
"womenfolk","9","38","3.64"
"women's","7","12088","9.40"
"wanderers","9","609","6.41"
"wandering","9","3255","8.09"
"wanderings","10","104","4.64"
"wanders","7","648","6.47"
"wane","4","173","5.15"
"waned","5","151","5.02"
"wanderlust","10","2515","7.83"
"waning","6","322","5.77"
"wanker","6","675","6.51"
"wanna","5","10273","9.24"
"want","4","508123","13.14"
"wanted","6","92414","11.43"
"wanting","7","12942","9.47"
"wanton","6","511","6.24"
"wants","5","60875","11.02"
"war","3","109438","11.60"
"warble","6","46","3.83"
"warbler","7","97","4.57"
"warbling","8","66","4.19"
"ward","4","24382","10.10"
"warden","6","688","6.53"
"wardens","7","154","5.04"
"wardrobe","8","826","6.72"
"wardroom","8","16","2.77"
"wards","5","863","6.76"
"ward's","6","166","5.11"
"ware","4","1931","7.57"
"warehouse","9","4496","8.41"
"warehouses","10","650","6.48"
"warehousing","11","1199","7.09"
"wares","5","1156","7.05"
"warfare","7","4468","8.40"
"warhead","7","593","6.39"
"warhorse","8","146","4.98"
"warily","6","131","4.88"
"warlike","7","178","5.18"
"warlock","7","1131","7.03"
"warlord","7","3946","8.28"
"warm","4","21018","9.95"
"warmed","6","1145","7.04"
"warmer","6","1790","7.49"
"warmhearted","11","15","2.71"
"warming","7","2895","7.97"
"warmish","7","27","3.30"
"warmly","6","700","6.55"
"warmonger","9","43","3.76"
"warms","5","615","6.42"
"warmth","6","2499","7.82"
"warmup","6","366","5.90"
"warmongering","12","26","3.26"
"warn","4","4211","8.35"
"warned","6","20428","9.92"
"warning","7","22068","10.00"
"warningly","9","7","1.95"
"warnings","8","3883","8.26"
"warns","5","1612","7.39"
"warp","4","50145","10.82"
"warped","6","3385","8.13"
"warping","7","763","6.64"
"warrant","7","6476","8.78"
"warranted","9","1363","7.22"
"warrantee","9","358","5.88"
"warrants","8","2025","7.61"
"warranty","8","12508","9.43"
"warred","6","21","3.04"
"warren","6","11053","9.31"
"Warren's","8","215","5.37"
"warring","7","672","6.51"
"warrior","7","10894","9.30"
"warriors","8","9041","9.11"
"wars","4","24595","10.11"
"war's","5","297","5.69"
"Warsaw","6","1562","7.35"
"Warsaw's","8","13","2.56"
"warship","7","505","6.22"
"warships","8","652","6.48"
"wart","4","224","5.41"
"warthog","7","191","5.25"
"wartime","7","883","6.78"
"wartorn","7","2","0.69"
"warts","5","437","6.08"
"warty","5","35","3.56"
"wary","4","1884","7.54"
"was","3","2096827","14.56"
"wash","4","8590","9.06"
"washable","8","240","5.48"
"washbasin","9","13","2.56"
"washboard","9","158","5.06"
"washbowl","8","0","0.00"
"washcloth","9","198","5.29"
"washday","7","3","1.10"
"washed","6","3200","8.07"
"washer","6","1011","6.92"
"washes","6","612","6.42"
"washing","7","3340","8.11"
"washings","8","82","4.41"
"Washington","10","58595","10.98"
"Washington's","12","861","6.76"
"washout","7","116","4.75"
"washroom","8","187","5.23"
"washstand","9","0","0.00"
"wasn't","6","75553","11.23"
"wasp","4","786","6.67"
"wassail","7","32","3.47"
"wastage","7","146","4.98"
"waste","5","27081","10.21"
"wastebasket","11","163","5.09"
"wasted","6","6465","8.77"
"wasteful","8","1059","6.97"
"wasteland","9","785","6.67"
"wastes","6","2565","7.85"
"wastewater","10","258","5.55"
"wasting","7","6985","8.85"
"watch","5","56974","10.95"
"watchband","9","13","2.56"
"watchdog","8","968","6.88"
"watched","7","16607","9.72"
"watchers","8","1148","7.05"
"watches","7","3012","8.01"
"watchful","8","282","5.64"
"watching","8","29939","10.31"
"watchmaker","10","52","3.95"
"watchman","8","608","6.41"
"watchmen","8","395","5.98"
"watchstrap","10","0","0.00"
"watchtower","10","742","6.61"
"water","5","105961","11.57"
"waterbird","9","1","0.00"
"waterborne","10","84","4.43"
"Waterbury","9","293","5.68"
"watercannon","11","0","0.00"
"watercolorist","13","2","0.69"
"watercolorists","14","1","0.00"
"watercolors","11","101","4.62"
"watercolor","10","196","5.28"
"watercourse","11","15","2.71"
"watercress","10","67","4.20"
"watered","7","824","6.71"
"waterfall","9","818","6.71"
"waterfalls","10","378","5.93"
"waterfowl","9","187","5.23"
"waterfront","10","504","6.22"
"waterhole","9","25","3.22"
"watering","8","767","6.64"
"waterline","9","178","5.18"
"waterlogged","11","57","4.04"
"Waterloo","8","4243","8.35"
"watermark","9","322","5.77"
"watermelon","10","386","5.96"
"watermill","9","21","3.04"
"waterpower","10","3","1.10"
"wattles","7","42","3.74"
"wave","4","19212","9.86"
"waved","5","1146","7.04"
"waterproof","10","867","6.77"
"waterproofing","13","104","4.64"
"waters","6","6750","8.82"
"water's","7","307","5.73"
"watershed","9","545","6.30"
"watersheds","10","120","4.79"
"waterside","9","35","3.56"
"waterskiing","11","112","4.72"
"waterspout","10","32","3.47"
"watertable","10","1","0.00"
"watertight","10","143","4.96"
"waterway","8","211","5.35"
"waterways","9","277","5.62"
"waterwheel","10","18","2.89"
"waterwings","10","6","1.79"
"waterworks","10","54","3.99"
"watery","6","486","6.19"
"Watson","6","5810","8.67"
"Watson's","8","210","5.35"
"watt","4","3446","8.14"
"wattage","7","438","6.08"
"wavelength","10","1392","7.24"
"wavelengths","11","694","6.54"
"waver","5","197","5.28"
"wavers","6","99","4.60"
"waves","5","10070","9.22"
"waving","6","2055","7.63"
"wavy","4","661","6.49"
"wax","3","5389","8.59"
"waxed","5","534","6.28"
"waxen","5","4","1.39"
"waxing","6","476","6.17"
"waxwork","7","27","3.30"
"waxworks","8","6","1.79"
"waxy","4","135","4.91"
"way","3","490087","13.10"
"wayfarer","8","56","4.03"
"waylaid","7","45","3.81"
"waylay","6","12","2.48"
"Wayne","5","14115","9.55"
"ways","4","54302","10.90"
"way's","5","65","4.17"
"wayside","7","426","6.05"
"wayward","7","361","5.89"
"we","2","1245247","14.03"
"weak","4","17123","9.75"
"weaken","6","1229","7.11"
"weakened","8","1423","7.26"
"weakening","9","737","6.60"
"weakens","7","404","6.00"
"weaker","6","2775","7.93"
"weakest","7","981","6.89"
"weakling","8","103","4.63"
"weakly","6","589","6.38"
"weakness","8","5396","8.59"
"weaknesses","10","2513","7.83"
"wealth","6","11934","9.39"
"wealthiest","10","330","5.80"
"wealthy","7","4864","8.49"
"wean","4","748","6.62"
"weaned","6","745","6.61"
"weaning","7","738","6.60"
"weapon","6","19739","9.89"
"weaponry","8","3187","8.07"
"weapons","7","28521","10.26"
"wear","4","31161","10.35"
"wearied","7","18","2.89"
"wearily","7","110","4.70"
"weariness","9","185","5.22"
"wearing","7","18958","9.85"
"wearisome","9","20","3.00"
"wears","5","3594","8.19"
"weary","5","1145","7.04"
"wearying","8","21","3.04"
"weasel","6","1522","7.33"
"weather","7","21328","9.97"
"weatherbeaten","13","7","1.95"
"weathered","9","260","5.56"
"weathering","10","235","5.46"
"weatherman","10","251","5.53"
"weatherproof","12","64","4.16"
"weathers","8","239","5.48"
"weatherstrip","12","17","2.83"
"weave","5","1125","7.03"
"weaver","6","2833","7.95"
"weaves","6","293","5.68"
"weaving","7","988","6.90"
"web","3","140289","11.85"
"Webster","7","2895","7.97"
"Webster's","9","1172","7.07"
"wed","3","15098","9.62"
"we'd","4","12689","9.45"
"wedded","6","170","5.14"
"wedding","7","12528","9.44"
"weddings","8","1622","7.39"
"wedge","5","2101","7.65"
"wedged","6","312","5.74"
"wedlock","7","366","5.90"
"Wednesday","9","13529","9.51"
"Wednesdays","10","747","6.62"
"Wednesday's","11","550","6.31"
"wee","3","2812","7.94"
"weed","4","3010","8.01"
"weeded","6","201","5.30"
"weeds","5","1111","7.01"
"week","4","109477","11.60"
"weekday","7","920","6.82"
"weekend","7","24127","10.09"
"weekends","8","5103","8.54"
"weeklies","8","75","4.32"
"weekly","6","18719","9.84"
"weeknight","9","70","4.25"
"weeks","5","69740","11.15"
"week's","6","4103","8.32"
"weeny","5","175","5.16"
"weep","4","826","6.72"
"weeping","7","601","6.40"
"weepy","5","87","4.47"
"weigh","5","4150","8.33"
"weighed","7","1709","7.44"
"weighing","8","1303","7.17"
"weighs","6","2042","7.62"
"weight","6","33958","10.43"
"weighted","8","1685","7.43"
"weighting","9","467","6.15"
"weightless","10","137","4.92"
"weights","7","3360","8.12"
"weighty","7","188","5.24"
"weir","4","472","6.16"
"weird","5","16200","9.69"
"weightlessness","14","77","4.34"
"weirdly","7","147","4.99"
"weirdo","6","412","6.02"
"weirs","5","23","3.14"
"welcome","7","55024","10.92"
"welcomed","8","4903","8.50"
"welcomes","8","1268","7.15"
"welcoming","9","966","6.87"
"weld","4","1230","7.11"
"welded","6","646","6.47"
"welder","6","339","5.83"
"welding","7","986","6.89"
"welfare","7","20499","9.93"
"well","4","552532","13.22"
"we'll","5","32801","10.40"
"wellbeing","9","141","4.95"
"wellborn","8","4","1.39"
"welled","6","119","4.78"
"welling","7","260","5.56"
"wellknown","9","80","4.38"
"wells","5","5000","8.52"
"wellspring","10","178","5.18"
"Welsh","5","3305","8.10"
"Welshman","8","70","4.25"
"welt","4","639","6.46"
"welter","6","108","4.68"
"welterweight","12","48","3.87"
"welts","5","311","5.74"
"wench","5","344","5.84"
"went","4","115581","11.66"
"wept","4","406","6.01"
"were","4","663883","13.41"
"we're","5","63958","11.07"
"weren't","7","20532","9.93"
"werewolf","8","3155","8.06"
"Wesley","6","4162","8.33"
"Wesleyan","8","507","6.23"
"Wesley's","8","134","4.90"
"west","4","62838","11.05"
"westbound","9","171","5.14"
"westerly","8","132","4.88"
"western","7","38452","10.56"
"westerner","9","166","5.11"
"Westchester","11","841","6.73"
"westerners","10","853","6.75"
"westernization","14","52","3.95"
"westernize","10","11","2.40"
"Westinghouse","12","429","6.06"
"Westminster","11","1315","7.18"
"west's","6","407","6.01"
"westward","8","378","5.93"
"westwards","9","62","4.13"
"wet","3","16466","9.71"
"wetlands","8","844","6.74"
"wetly","5","136","4.91"
"wetness","7","771","6.65"
"wetter","6","295","5.69"
"wetting","7","569","6.34"
"we've","5","33027","10.41"
"whack","5","1781","7.48"
"whacked","7","453","6.12"
"whacker","7","45","3.81"
"whale","5","2271","7.73"
"whalebone","9","495","6.20"
"whaler","6","118","4.77"
"whaling","7","902","6.80"
"wham","4","720","6.58"
"wharf","5","492","6.20"
"wharves","7","15","2.71"
"what","4","1325779","14.10"
"what'd","6","237","5.47"
"whatever","8","81172","11.30"
"what'll","7","343","5.84"
"whatnot","7","963","6.87"
"what're","7","186","5.23"
"what's","6","72133","11.19"
"whatsoever","10","9402","9.15"
"what've","7","26","3.26"
"wheat","5","4108","8.32"
"wheel","5","19368","9.87"
"wheelbarrow","11","384","5.95"
"wheelbase","9","303","5.71"
"wheelchair","10","1188","7.08"
"wheeled","7","475","6.16"
"wheeling","8","647","6.47"
"wheels","6","11748","9.37"
"wheelwright","11","14","2.64"
"wheeze","6","115","4.74"
"wheezed","7","36","3.58"
"wheezes","7","20","3.00"
"wheezing","8","248","5.51"
"wheezy","6","22","3.09"
"whelp","5","2827","7.95"
"when","4","944467","13.76"
"whence","6","751","6.62"
"when'd","6","4","1.39"
